;ShotType;Transition;TwoLegged;Angle;Distance;competition_EURO;competition_NBA;competition_SLO1;competition_U14;playertype_F;playertype_G;movement_dribble or cut;movement_no
2514;0;0;1;65.19;3.3;0;0;1;0;1;0;0;1
2515;0;0;1;68.13;4.44;0;0;1;0;1;0;0;1
2516;0;0;1;43.5;7.63;0;0;1;0;1;0;0;1
2517;0;0;1;23.3;7.31;0;0;1;0;1;0;0;1
2518;1;0;0;0.0;0.2;0;0;1;0;1;0;0;0
2519;0;0;1;73.39;0.89;0;0;1;0;1;0;0;1
2520;3;0;1;8.38;0.37;0;0;1;0;1;0;0;1
2521;0;0;1;74.31;0.95;0;0;1;0;1;0;0;1
2522;0;0;1;63.81;7.04;0;0;1;0;1;0;0;1
2523;3;0;1;77.97;2.52;0;0;1;0;1;0;0;1
2524;0;1;0;45.15;1.81;0;0;1;0;1;0;0;1
2525;0;0;1;68.12;6.18;0;0;1;0;1;0;0;1
2526;0;1;0;28.99;1.22;0;0;1;0;1;0;1;0
2527;3;0;1;32.7;0.5;0;0;1;0;1;0;0;1
2528;0;0;0;0.0;1.33;0;0;1;0;1;0;0;1
2529;0;0;1;80.82;7.0;0;0;1;0;1;0;0;1
2530;5;0;0;0.0;1.06;0;0;1;0;1;0;1;0
2531;0;0;1;86.57;6.98;0;0;1;0;1;0;0;1
2532;5;0;0;4.6;1.34;0;0;1;0;1;0;0;1
2533;0;0;1;41.87;2.01;0;0;1;0;1;0;0;1
2534;1;0;0;26.62;2.03;0;0;1;0;1;0;0;0
2535;0;0;1;68.75;7.24;0;0;1;0;1;0;0;1
2536;0;0;1;65.54;7.12;0;0;1;0;1;0;0;1
2537;0;0;1;66.92;1.34;0;0;1;0;1;0;0;1
2538;0;0;1;47.29;7.36;0;0;1;0;1;0;0;1
2539;5;1;0;0.0;1.22;0;0;1;0;1;0;1;0
2540;0;0;1;59.8;7.25;0;0;1;0;1;0;0;1
2541;0;0;1;10.27;7.21;0;0;1;0;1;0;0;1
2542;0;0;1;47.37;7.14;0;0;1;0;1;0;0;1
2543;2;0;1;45.46;0.9;0;0;1;0;1;0;0;1
2544;0;0;1;54.61;7.23;0;0;1;0;1;0;0;1
2545;0;0;1;49.52;7.11;0;0;1;0;1;0;0;1
2546;0;0;1;21.19;7.26;0;0;1;0;1;0;0;1
2547;0;0;1;7.95;5.42;0;0;1;0;0;1;0;1
2548;0;0;1;0.55;5.53;0;0;1;0;0;1;0;1
2549;5;0;1;36.61;1.26;0;0;1;0;1;0;0;1
2550;0;0;1;38.06;7.3;0;0;1;0;0;1;0;1
2551;0;0;1;71.65;4.23;0;0;1;0;0;1;0;1
2552;1;0;1;44.01;1.93;0;0;1;0;0;1;0;1
2553;0;0;1;81.25;6.99;0;0;1;0;0;1;0;1
2554;0;0;1;88.35;7.02;0;0;1;0;0;1;0;1
2555;1;1;0;61.07;1.53;0;0;1;0;0;1;1;0
2556;1;0;0;45.46;0.9;0;0;1;0;0;1;1;0
2557;0;0;1;9.23;2.0;0;0;1;0;1;0;0;1
2558;1;0;0;51.86;1.63;0;0;1;0;1;0;1;0
2559;3;0;1;0.0;1.28;0;0;1;0;1;0;0;1
2560;0;0;1;2.1;7.31;0;0;1;0;1;0;0;1
2561;0;0;1;17.45;7.32;0;0;1;0;1;0;0;1
2562;0;0;1;66.16;7.03;0;0;1;0;1;0;0;1
2563;3;0;1;48.91;1.21;0;0;1;0;1;0;0;1
2564;3;0;1;28.54;2.13;0;0;1;0;1;0;0;1
2565;0;0;1;60.91;0.86;0;0;1;0;1;0;0;1
2566;0;0;1;28.9;7.43;0;0;1;0;1;0;0;1
2567;0;0;1;86.13;6.98;0;0;1;0;1;0;0;1
2568;0;0;1;55.31;7.17;0;0;1;0;1;0;0;1
2569;0;0;1;12.62;5.39;0;0;1;0;1;0;0;1
2570;0;0;1;28.94;5.65;0;0;1;0;1;0;0;1
2571;0;0;1;2.08;7.37;0;0;1;0;1;0;0;1
2572;0;1;1;48.0;0.87;0;0;1;0;1;0;0;1
2573;0;0;1;0.56;5.48;0;0;1;0;0;1;0;1
2574;0;0;1;48.41;4.44;0;0;1;0;0;1;0;1
2575;0;0;1;42.25;7.33;0;0;1;0;0;1;0;1
2576;0;0;1;31.03;7.27;0;0;1;0;0;1;0;1
2577;0;0;1;35.95;7.3;0;0;1;0;0;1;0;1
2578;0;0;1;21.57;6.7;0;0;1;0;0;1;0;1
2579;0;0;1;75.68;7.13;0;0;1;0;0;1;0;1
2580;1;0;0;12.69;2.19;0;0;1;0;0;1;0;0
2581;0;0;0;46.51;2.95;0;0;1;0;0;1;1;0
2582;0;0;1;2.54;7.26;0;0;1;0;0;1;0;1
2583;1;1;0;61.2;0.98;0;0;1;0;0;1;1;0
2584;1;0;0;33.07;0.88;0;0;1;0;0;1;1;0
2585;0;0;1;41.88;7.14;0;0;1;0;0;1;0;1
2586;1;0;0;42.56;1.66;0;0;1;0;0;1;1;0
2587;0;0;1;42.82;6.15;0;0;1;0;0;1;0;1
2588;0;0;1;84.33;6.94;0;0;1;0;0;1;0;1
2589;0;0;1;69.03;5.68;0;0;1;0;0;1;0;1
2590;3;0;1;28.04;1.94;0;0;1;0;0;0;0;1
2591;1;0;1;55.21;1.11;0;0;1;0;0;0;0;1
2592;3;0;1;0.0;1.44;0;0;1;0;0;0;0;1
2593;3;0;1;52.34;0.95;0;0;1;0;0;0;0;1
2594;0;0;1;86.76;5.47;0;0;1;0;0;0;0;1
2595;0;0;1;82.0;4.54;0;0;1;0;0;0;0;1
2596;3;0;1;23.0;1.1;0;0;1;0;0;0;0;1
2597;0;0;1;9.04;1.02;0;0;1;0;0;0;0;1
2598;1;0;1;5.93;1.56;0;0;1;0;0;0;0;1
2599;0;0;1;25.99;5.26;0;0;1;0;0;0;0;1
2600;4;0;1;5.75;1.07;0;0;1;0;0;0;0;1
2601;5;0;1;33.26;1.47;0;0;1;0;0;0;0;1
2602;3;0;1;28.97;1.77;0;0;1;0;0;0;0;1
2603;4;0;1;48.3;0.79;0;0;1;0;0;0;0;1
2604;2;0;1;59.97;0.62;0;0;1;0;1;0;0;1
2605;1;0;0;30.52;2.11;0;0;1;0;1;0;1;0
2606;0;0;1;43.14;7.29;0;0;1;0;1;0;0;1
2607;1;0;0;36.34;3.53;0;0;1;0;1;0;0;0
2608;0;0;1;66.29;7.2;0;0;1;0;1;0;0;1
2609;1;0;0;48.3;0.79;0;0;1;0;1;0;1;0
2610;3;0;0;39.71;2.01;0;0;1;0;1;0;0;1
2611;0;1;1;20.1;7.33;0;0;1;0;1;0;0;1
2612;3;0;1;27.18;0.47;0;0;1;0;1;0;0;1
2613;0;0;1;28.57;7.28;0;0;1;0;1;0;0;1
2614;0;0;1;76.42;7.05;0;0;1;0;1;0;0;1
2615;5;0;0;16.58;2.06;0;0;1;0;1;0;0;1
2616;0;0;1;62.11;2.85;0;0;1;0;1;0;0;1
2617;0;0;1;88.34;6.97;0;0;1;0;1;0;0;1
2618;0;0;1;62.09;6.18;0;0;1;0;1;0;0;1
2619;0;0;1;79.18;2.51;0;0;1;0;1;0;0;1
2620;0;0;0;58.19;2.02;0;0;1;0;1;0;0;1
2621;0;0;1;42.56;7.37;0;0;1;0;1;0;0;1
2622;0;1;1;87.01;6.97;0;0;1;0;1;0;0;1
2623;0;0;1;88.34;6.97;0;0;1;0;1;0;0;1
2624;0;0;1;88.34;6.97;0;0;1;0;1;0;0;1
2625;0;0;1;88.79;7.02;0;0;1;0;1;0;0;1
2626;0;0;1;67.24;7.2;0;0;1;0;1;0;0;1
2627;0;0;1;81.38;7.1;0;0;1;0;1;0;0;1
2628;0;0;1;78.4;7.16;0;0;1;0;1;0;0;1
2629;2;0;1;50.27;0.91;0;0;1;0;1;0;0;1
2630;0;0;1;35.56;2.76;0;0;1;0;0;0;0;1
2631;0;0;1;35.56;2.76;0;0;1;0;0;0;0;1
2632;0;0;1;66.03;0.76;0;0;1;0;0;0;0;1
2633;0;0;1;66.03;0.76;0;0;1;0;0;0;0;1
2634;1;0;1;61.2;0.98;0;0;1;0;0;0;0;1
2635;1;0;1;61.2;0.98;0;0;1;0;0;0;0;1
2636;2;1;1;6.49;0.47;0;0;1;0;0;0;0;1
2637;2;1;1;6.49;0.47;0;0;1;0;0;0;0;1
2638;1;0;1;30.52;0.42;0;0;1;0;0;0;0;1
2639;1;0;1;30.52;0.42;0;0;1;0;0;0;0;1
2640;0;0;1;0.0;1.01;0;0;1;0;0;0;0;1
2641;0;0;1;0.0;1.01;0;0;1;0;0;0;0;1
2642;4;0;1;79.1;1.64;0;0;1;0;0;0;0;1
2643;4;0;1;79.1;1.64;0;0;1;0;0;0;0;1
2644;0;0;1;17.58;7.27;0;0;1;0;0;0;0;1
2645;0;0;1;17.58;7.27;0;0;1;0;0;0;0;1
2646;3;0;1;63.96;1.07;0;0;1;0;0;0;0;1
2647;3;0;1;63.96;1.07;0;0;1;0;0;0;0;1
2648;0;0;1;11.91;2.08;0;0;1;0;0;0;0;1
2649;0;0;1;11.91;2.08;0;0;1;0;0;0;0;1
2650;1;0;1;28.35;0.9;0;0;1;0;0;0;0;1
2651;1;0;1;28.35;0.9;0;0;1;0;0;0;0;1
2652;3;0;0;45.09;2.27;0;0;1;0;0;0;0;1
2653;3;0;0;45.09;2.27;0;0;1;0;0;0;0;1
2654;0;0;1;52.99;0.6;0;0;1;0;0;0;0;1
2655;0;0;1;52.99;0.6;0;0;1;0;0;0;0;1
2656;0;0;1;0.45;6.77;0;0;1;0;0;0;0;1
2657;0;0;1;0.45;6.77;0;0;1;0;0;0;0;1
2658;1;0;1;73.08;1.06;0;0;1;0;0;0;0;1
2659;1;0;1;73.08;1.06;0;0;1;0;0;0;0;1
2660;1;0;1;27.03;0.59;0;0;1;0;0;0;0;1
2661;5;1;0;43.46;1.17;0;0;1;0;0;0;0;1
2662;1;0;1;18.83;0.5;0;0;1;0;0;0;0;1
2663;0;0;1;50.76;0.83;0;0;1;0;0;0;0;1
2664;5;0;1;50.89;1.17;0;0;1;0;0;0;0;1
2665;3;0;1;62.72;1.15;0;0;1;0;0;0;0;1
2666;3;0;1;50.76;0.83;0;0;1;0;0;0;0;1
2667;0;0;0;66.26;1.17;0;0;1;0;0;0;0;1
2668;0;0;0;45.59;3.67;0;0;1;0;1;0;1;0
2669;0;0;1;0.84;7.31;0;0;1;0;1;0;0;1
2670;0;0;1;42.23;7.25;0;0;1;0;1;0;0;1
2671;0;0;1;69.09;4.19;0;0;1;0;1;0;0;1
2672;1;1;0;42.75;1.82;0;0;1;0;1;0;1;0
2673;0;1;1;32.69;9.32;0;0;1;0;1;0;0;1
2674;0;0;1;31.88;7.4;0;0;1;0;1;0;0;1
2675;0;0;1;76.39;4.52;0;0;1;0;1;0;0;1
2676;1;0;0;65.22;2.54;0;0;1;0;1;0;0;0
2677;0;0;1;42.25;7.33;0;0;1;0;1;0;0;1
2678;0;0;1;43.12;7.21;0;0;1;0;1;0;0;1
2679;0;0;1;30.21;7.77;0;0;1;0;1;0;0;1
2680;0;0;1;20.95;4.19;0;0;1;0;1;0;0;1
2681;0;0;1;38.52;1.29;0;0;1;0;1;0;0;1
2682;0;0;1;11.27;7.4;0;0;1;0;1;0;0;1
2683;0;0;1;49.91;1.4;0;0;1;0;0;1;0;1
2684;3;0;1;6.61;1.4;0;0;1;0;0;1;0;1
2685;0;0;1;3.21;0.96;0;0;1;0;1;0;0;1
2686;0;0;1;0.0;5.53;0;0;1;0;1;0;0;1
2687;3;0;1;80.76;0.92;0;0;1;0;0;1;0;1
2688;0;0;1;47.18;1.17;0;0;1;0;0;0;0;1
2689;0;0;1;25.53;1.12;0;0;1;0;1;0;0;1
2690;4;0;1;63.96;1.07;0;0;1;0;0;1;0;1
2691;0;0;1;20.84;1.66;0;0;1;0;0;1;0;1
2692;0;0;1;36.57;0.99;0;0;1;0;1;0;0;1
2693;3;0;1;20.38;1.08;0;0;1;0;0;1;0;1
2694;4;0;1;6.77;0.91;0;0;1;0;0;1;0;1
2695;0;0;1;81.43;4.61;0;0;1;0;0;1;0;1
2696;3;0;1;77.92;1.48;0;0;1;0;0;0;0;1
2697;0;0;1;42.97;0.86;0;0;1;0;0;1;0;1
2698;0;0;1;86.57;6.98;0;0;1;0;0;1;0;1
2699;1;0;0;24.8;2.3;0;0;1;0;0;1;1;0
2700;1;0;0;46.53;1.62;0;0;1;0;0;1;1;0
2701;0;0;1;23.68;7.34;0;0;1;0;0;1;0;1
2702;0;0;1;28.86;7.55;0;0;1;0;0;1;0;1
2703;3;0;1;52.2;1.56;0;0;1;0;0;1;0;1
2704;0;0;1;82.95;6.91;0;0;1;0;0;1;0;1
2705;0;0;1;24.85;7.52;0;0;1;0;0;1;0;1
2706;0;0;1;70.27;5.07;0;0;1;0;0;1;0;1
2707;0;0;1;83.93;7.0;0;0;1;0;0;1;0;1
2708;0;0;1;44.08;7.78;0;0;1;0;0;1;0;1
2709;0;0;1;24.93;6.1;0;0;1;0;0;1;0;1
2710;1;1;0;46.53;1.62;0;0;1;0;0;1;1;0
2711;0;0;1;52.74;7.27;0;0;1;0;0;1;0;1
2712;0;0;1;23.74;5.46;0;0;1;0;0;1;0;1
2713;0;0;1;0.0;3.22;0;0;1;0;0;1;0;1
2714;0;0;1;39.78;7.2;0;0;1;0;0;1;0;1
2715;0;0;1;27.59;7.52;0;0;1;0;0;1;0;1
2716;0;1;0;1.79;1.71;0;0;1;0;0;1;1;0
2717;0;0;1;48.79;7.33;0;0;1;0;0;1;0;1
2718;0;0;1;53.73;7.44;0;0;1;0;0;1;0;1
2719;0;0;1;0.58;5.32;0;0;1;0;0;1;0;1
2720;1;1;0;1.79;1.71;0;0;1;0;0;1;1;0
2721;0;0;1;89.57;5.41;0;0;1;0;0;1;0;1
2722;0;0;0;1.12;2.73;0;0;1;0;0;1;1;0
2723;0;0;1;11.03;7.28;0;0;1;0;0;1;0;1
2724;0;1;1;63.6;7.24;0;0;1;0;0;1;0;1
2725;0;0;1;68.67;5.29;0;0;1;0;0;0;0;1
2726;0;0;1;77.51;4.17;0;0;1;0;0;0;0;1
2727;0;0;1;27.12;4.58;0;0;1;0;0;0;0;1
2728;0;0;1;43.12;5.96;0;0;1;0;0;0;0;1
2729;0;0;1;70.35;1.08;0;0;1;0;0;0;0;1
2730;2;0;1;52.99;0.87;0;0;1;0;0;0;0;1
2731;1;0;1;2.3;1.33;0;0;1;0;0;0;0;1
2732;0;0;1;60.37;4.44;0;0;1;0;0;0;0;1
2733;0;0;1;48.91;1.21;0;0;1;0;0;0;0;1
2734;0;0;1;54.7;0.72;0;0;1;0;0;0;0;1
2735;0;0;1;25.62;4.58;0;0;1;0;0;0;0;1
2736;3;0;1;36.34;1.99;0;0;1;0;0;0;0;1
2737;3;0;1;69.61;2.74;0;0;1;0;0;0;0;1
2738;0;0;1;66.51;7.13;0;0;1;0;0;1;0;1
2739;0;0;1;88.78;6.97;0;0;1;0;0;1;0;1
2740;0;0;1;11.52;7.24;0;0;1;0;0;1;0;1
2741;0;0;1;88.34;6.97;0;0;1;0;0;1;0;1
2742;0;0;1;6.84;7.2;0;0;1;0;0;1;0;1
2743;0;0;1;87.88;6.92;0;0;1;0;0;1;0;1
2744;1;1;0;55.08;1.76;0;0;1;0;0;1;1;0
2745;0;0;1;74.2;7.07;0;0;1;0;0;1;0;1
2746;0;0;1;75.68;7.13;0;0;1;0;0;1;0;1
2747;0;0;1;84.33;6.94;0;0;1;0;0;1;0;1
2748;0;0;1;11.57;2.4;0;0;1;0;0;0;0;1
2749;1;0;1;6.49;0.47;0;0;1;0;0;0;0;1
2750;0;0;1;75.03;4.33;0;0;1;0;0;0;0;1
2751;0;0;1;25.73;7.16;0;0;1;0;0;0;0;1
2752;0;1;1;84.54;4.95;0;0;1;0;0;0;0;1
2753;3;0;1;37.02;1.6;0;0;1;0;0;0;0;1
2754;5;0;1;52.31;2.71;0;0;1;0;0;0;0;1
2755;3;0;1;52.31;2.71;0;0;1;0;0;0;0;1
2756;0;0;1;61.13;4.1;0;0;1;0;0;0;0;1
2757;0;0;1;69.15;5.56;0;0;1;0;0;0;0;1
2758;0;0;1;26.12;7.3;0;0;1;0;0;0;0;1
2759;0;0;1;0.43;7.15;0;0;1;0;0;0;0;1
2760;3;0;1;80.39;2.5;0;0;1;0;0;0;0;1
2761;0;0;1;41.88;7.14;0;0;1;0;0;0;0;1
2762;0;0;1;26.31;7.37;0;0;1;0;0;0;0;1
2763;0;0;1;86.79;6.49;0;0;1;0;0;0;0;1
2764;0;0;1;5.73;1.61;0;0;1;0;0;0;0;1
2765;0;0;1;37.28;1.95;0;0;1;0;0;0;0;1
2766;5;0;1;37.08;1.33;0;0;1;0;0;0;0;1
2767;0;0;1;63.9;1.19;0;0;1;0;0;0;0;1
2768;0;0;1;49.52;7.11;0;0;1;0;0;0;0;1
2769;1;1;1;65.38;1.0;0;0;1;0;0;0;0;1
2770;3;0;0;1.64;1.87;0;0;1;0;0;0;0;1
2771;0;1;1;0.72;4.24;0;0;1;0;0;0;0;1
2772;0;0;1;44.93;7.21;0;0;1;0;0;0;0;1
2773;0;0;1;87.88;6.92;0;0;1;0;0;1;0;1
2774;5;0;1;49.49;1.06;0;0;1;0;1;0;0;1
2775;1;1;0;51.64;1.37;0;0;1;0;1;0;1;0
2776;3;0;1;23.85;0.4;0;0;1;0;1;0;0;1
2777;1;0;1;33.3;1.66;0;0;1;0;1;0;0;1
2778;0;0;1;5.3;4.64;0;0;1;0;1;0;0;1
2779;1;0;0;34.69;0.38;0;0;1;0;1;0;0;0
2780;0;0;1;1.38;4.46;0;0;1;0;1;0;0;1
2781;4;0;1;45.58;0.75;0;0;1;0;0;0;0;1
2782;3;0;0;61.07;1.53;0;0;1;0;0;0;0;1
2783;1;0;1;49.55;1.97;0;0;1;0;0;0;0;1
2784;4;1;1;59.02;1.12;0;0;1;0;0;0;0;1
2785;0;0;1;11.39;1.08;0;0;1;0;0;0;0;1
2786;3;0;1;81.77;1.79;0;0;1;0;0;0;0;1
2787;3;0;1;23.67;3.34;0;0;1;0;0;0;0;1
2788;3;0;1;54.7;0.72;0;0;1;0;0;0;0;1
2789;0;0;1;55.84;0.65;0;0;1;0;0;0;0;1
2790;0;0;1;86.73;1.18;0;0;1;0;0;0;0;1
2791;3;0;1;49.85;0.98;0;0;1;0;0;0;0;1
2792;3;0;1;54.23;0.99;0;0;1;0;0;0;0;1
2793;3;0;1;40.64;0.9;0;0;1;0;0;0;0;1
2794;3;0;1;40.64;0.9;0;0;1;0;0;0;0;1
2795;0;0;0;20.1;1.25;0;0;1;0;0;0;0;1
2796;5;0;1;40.58;1.4;0;0;1;0;0;0;0;1
2797;0;0;1;28.05;5.35;0;0;1;0;0;1;0;1
2798;0;0;1;43.73;7.28;0;0;1;0;0;1;0;1
2799;0;0;1;50.08;7.19;0;0;1;0;0;1;0;1
2800;5;0;1;18.5;7.76;0;0;1;0;0;1;0;1
2801;0;0;1;27.47;5.69;0;0;1;0;0;1;0;1
2802;0;0;1;1.26;7.31;0;0;1;0;0;1;0;1
2803;0;0;0;2.55;2.41;0;0;1;0;0;1;0;1
2804;0;0;1;22.13;7.25;0;0;1;0;0;1;0;1
2805;0;0;1;35.7;7.34;0;0;1;0;0;1;0;1
2806;0;0;1;40.28;8.45;0;0;1;0;0;1;0;1
2807;0;0;1;0.84;7.31;0;0;1;0;0;1;0;1
2808;0;0;1;34.43;7.3;0;0;1;0;0;1;0;1
2809;0;0;1;25.18;7.3;0;0;1;0;0;1;0;1
2810;0;0;1;78.31;7.11;0;0;1;0;0;1;0;1
2811;0;0;1;39.89;7.35;0;0;1;0;0;1;0;1
2812;5;0;0;76.5;2.48;0;0;1;0;0;1;0;1
2813;0;0;1;76.53;7.11;0;0;1;0;0;1;0;1
2814;1;0;0;74.45;1.56;0;0;1;0;0;1;0;0
2815;0;0;0;17.21;2.35;0;0;1;0;0;1;1;0
2816;0;0;1;42.54;7.29;0;0;1;0;0;1;0;1
2817;0;0;1;79.08;7.04;0;0;1;0;0;1;0;1
2818;0;0;1;80.67;6.89;0;0;1;0;0;1;0;1
2819;0;0;1;82.61;6.59;0;0;1;0;0;1;0;1
2820;0;0;1;0.85;7.2;0;0;1;0;0;1;0;1
2821;5;0;0;26.61;2.15;0;0;1;0;0;1;0;0
2822;1;0;0;63.01;2.22;0;0;1;0;0;1;1;0
2823;0;0;1;64.02;4.89;0;0;1;0;0;1;0;1
2824;0;1;1;50.35;7.24;0;0;1;0;0;1;0;1
2825;0;0;1;21.82;7.35;0;0;1;0;0;1;0;1
2826;3;0;1;63.96;1.07;0;0;1;0;0;1;0;1
2827;1;0;0;67.84;1.68;0;0;1;0;0;1;0;0
2828;0;0;1;80.31;6.96;0;0;1;0;0;1;0;1
2829;3;0;1;0.0;1.28;0;0;1;0;1;0;0;1
2830;0;0;1;67.02;7.27;0;0;1;0;1;0;0;1
2831;1;0;1;31.48;1.44;0;0;1;0;1;0;0;1
2832;3;0;1;34.58;2.08;0;0;1;0;1;0;0;1
2833;1;1;1;2.88;1.06;0;0;1;0;1;0;0;1
2834;0;0;1;1.68;7.31;0;0;1;0;1;0;0;1
2835;0;0;1;12.01;1.8;0;0;1;0;1;0;0;1
2836;3;0;1;66.78;3.79;0;0;1;0;1;0;0;1
2837;3;1;1;43.74;1.47;0;0;1;0;1;0;0;1
2838;0;0;1;12.67;7.33;0;0;1;0;1;0;0;1
2839;0;1;0;24.74;1.41;0;0;1;0;1;0;0;1
2840;0;0;1;86.57;6.98;0;0;1;0;0;1;0;1
2841;5;0;0;53.45;1.33;0;0;1;0;0;1;0;1
2842;0;0;0;62.05;2.73;0;0;1;0;0;1;1;0
2843;0;0;1;64.94;2.13;0;0;1;0;0;1;0;1
2844;0;0;1;34.54;7.37;0;0;1;0;0;1;0;1
2845;0;0;1;3.81;4.84;0;0;1;0;0;1;0;1
2846;0;0;1;51.04;5.37;0;0;1;0;0;1;0;1
2847;0;0;1;20.96;3.45;0;0;1;0;0;1;0;1
2848;3;1;0;76.5;2.48;0;0;1;0;0;1;0;1
2849;5;0;0;1.74;1.76;0;0;1;0;0;1;0;1
2850;1;1;0;50.52;1.25;0;0;1;0;0;1;1;0
2851;0;0;1;39.73;7.54;0;0;1;0;0;1;0;1
2852;0;0;1;77.47;7.13;0;0;1;0;0;1;0;1
2853;0;0;1;76.29;5.62;0;0;1;0;0;1;0;1
2854;1;0;1;50.89;1.17;0;0;1;0;0;1;0;1
2855;0;0;1;45.7;3.22;0;0;1;0;0;1;0;1
2856;0;1;1;82.61;4.92;0;0;1;0;0;1;0;1
2857;1;0;0;51.6;2.67;0;0;1;0;0;1;1;0
2858;0;0;1;1.26;7.31;0;0;1;0;0;1;0;1
2859;1;0;0;1.92;1.6;0;0;1;0;0;1;1;0
2860;1;0;0;2.4;1.28;0;0;1;0;0;1;1;0
2861;1;0;1;65.81;1.94;0;0;1;0;0;1;0;1
2862;0;1;1;53.57;1.07;0;0;1;0;0;1;0;1
2863;1;0;1;43.36;1.09;0;0;1;0;0;0;0;1
2864;0;0;1;30.52;0.42;0;0;1;0;0;0;0;1
2865;1;0;0;67.02;0.93;0;0;1;0;0;0;0;0
2866;1;0;1;0.0;1.12;0;0;1;0;0;0;0;1
2867;3;1;1;30.52;0.42;0;0;1;0;0;0;0;1
2868;1;0;1;4.6;1.34;0;0;1;0;0;0;0;1
2869;0;0;1;16.0;1.55;0;0;1;0;0;0;0;1
2870;0;0;1;13.87;5.81;0;0;1;0;0;0;0;1
2871;1;0;0;43.54;1.24;0;0;1;0;0;0;1;0
2872;3;0;1;54.23;0.99;0;0;1;0;0;0;0;1
2873;0;0;1;41.49;1.13;0;0;1;0;0;0;0;1
2874;3;0;1;57.86;0.89;0;0;1;0;0;0;0;1
2875;1;0;0;23.24;2.04;0;0;1;0;0;0;1;0
2876;0;0;1;86.41;0.21;0;0;1;0;0;0;0;1
2877;3;0;1;58.14;1.2;0;0;1;0;0;0;0;1
2878;0;0;1;80.44;5.43;0;0;1;0;0;1;0;1
2879;0;1;1;81.75;7.04;0;0;1;0;0;1;0;1
2880;0;0;1;8.21;8.26;0;0;1;0;0;1;0;1
2881;0;0;1;26.14;7.78;0;0;1;0;0;1;0;1
2882;1;0;0;45.23;1.43;0;0;1;0;0;1;1;0
2883;0;0;1;27.61;7.4;0;0;1;0;0;1;0;1
2884;1;1;0;49.85;0.98;0;0;1;0;0;1;1;0
2885;0;0;1;80.2;4.35;0;0;1;0;0;1;0;1
2886;0;0;1;50.47;7.08;0;0;1;0;0;1;0;1
2887;0;0;1;0.0;3.97;0;0;1;0;0;1;0;1
2888;0;0;1;14.56;5.33;0;0;1;0;0;1;0;1
2889;0;0;1;15.28;7.52;0;0;1;0;0;1;0;1
2890;0;0;1;61.09;4.65;0;0;1;0;0;1;0;1
2891;0;0;1;1.6;7.69;0;0;1;0;0;1;0;1
2892;1;1;0;49.96;2.24;0;0;1;0;0;1;1;0
2893;0;0;1;23.42;7.14;0;0;1;0;0;1;0;1
2894;0;0;1;27.54;7.88;0;0;1;0;0;1;0;1
2895;0;0;1;17.45;7.32;0;0;1;0;0;1;0;1
2896;0;0;1;29.1;5.84;0;0;1;0;0;1;0;1
2897;0;0;1;45.24;7.09;0;0;1;0;0;1;0;1
2898;1;0;0;1.92;1.6;0;0;1;0;0;1;1;0
2899;0;0;1;30.67;7.25;0;0;1;0;0;1;0;1
2900;0;0;1;40.97;0.98;0;0;1;0;1;0;0;1
2901;5;0;1;82.89;6.86;0;0;1;0;1;0;0;1
2902;0;0;1;86.93;4.77;0;0;1;0;1;0;0;1
2903;3;0;1;68.24;0.98;0;0;1;0;1;0;0;1
2904;5;0;1;2.59;7.1;0;0;1;0;1;0;0;1
2905;1;0;0;87.37;6.76;0;0;1;0;1;0;1;0
2906;0;0;1;64.86;4.91;0;0;1;0;1;0;0;1
2907;1;1;0;10.1;0.92;0;0;1;0;1;0;1;0
2908;1;0;0;23.85;0.4;0;0;1;0;1;0;0;0
2909;3;0;1;48.91;1.21;0;0;1;0;1;0;0;1
2910;0;0;1;49.02;7.45;0;0;1;0;1;0;0;1
2911;1;0;1;65.66;2.06;0;0;1;0;1;0;0;1
2912;3;0;1;34.6;1.23;0;0;1;0;1;0;0;1
2913;1;0;1;36.61;1.26;0;0;1;0;0;0;0;1
2914;4;0;1;24.15;1.05;0;0;1;0;0;0;0;1
2915;4;0;1;41.49;1.13;0;0;1;0;0;0;0;1
2916;4;0;1;58.14;1.2;0;0;1;0;0;0;0;1
2917;4;0;1;3.04;1.01;0;0;1;0;0;0;0;1
2918;0;0;1;1.79;1.71;0;0;1;0;0;0;0;1
2919;0;0;1;46.61;1.55;0;0;1;0;0;0;0;1
2920;4;0;1;64.04;0.95;0;0;1;0;0;0;0;1
2921;3;0;1;6.06;1.02;0;0;1;0;0;0;0;1
2922;0;0;1;64.61;1.6;0;0;1;0;0;0;0;1
2923;1;0;1;5.29;0.58;0;0;1;0;0;0;0;1
2924;4;0;1;52.34;0.95;0;0;1;0;0;0;0;1
2925;0;0;1;87.7;5.04;0;0;1;0;1;0;0;1
2926;5;1;1;73.83;0.73;0;0;1;0;1;0;0;1
2927;0;0;1;43.1;5.88;0;0;1;0;1;0;0;1
2928;0;0;1;34.6;6.13;0;0;1;0;1;0;0;1
2929;3;0;1;15.35;1.21;0;0;1;0;1;0;0;1
2930;0;1;1;31.88;9.43;0;0;1;0;1;0;0;1
2931;1;0;0;50.52;1.25;0;0;1;0;0;1;1;0
2932;1;1;0;56.84;0.96;0;0;1;0;0;1;1;0
2933;1;0;0;6.4;0.96;0;0;1;0;0;1;1;0
2934;1;0;0;64.84;1.36;0;0;1;0;0;1;1;0
