;ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
3076;3;4;1;0;1;1;9.92;1.24
3077;0;4;1;0;1;1;50.76;0.83
3078;0;4;2;0;1;1;19.85;7.26
3079;0;4;2;0;1;1;26.77;5.35
3080;0;4;2;0;1;1;85.62;6.88
3081;0;4;2;0;1;1;44.11;5.16
3082;0;4;2;0;1;1;59.74;7.13
3083;0;4;2;0;1;1;22.36;7.32
3084;0;4;3;0;1;1;81.8;4.44
3085;0;4;3;0;1;1;73.72;2.06
3086;0;4;3;0;1;1;64.98;1.24
3087;0;4;3;0;1;1;42.97;0.86
3088;5;4;3;0;1;1;64.14;0.83
3089;0;4;3;0;1;1;1.28;4.78
3090;0;4;3;0;0;1;0.0;2.09
3091;4;4;3;0;1;1;2.4;1.28
3092;0;4;3;0;1;1;33.78;1.93
3093;3;4;3;0;1;1;4.25;1.44
3094;1;4;3;0;1;1;50.54;2.01
3095;1;4;3;0;0;3;49.74;1.9
3096;0;4;3;0;0;1;40.23;2.24
3097;1;4;3;0;1;1;36.39;0.45
3098;0;4;3;0;1;1;74.04;5.24
3099;3;4;3;0;1;1;14.86;1.04
3100;5;4;3;0;1;1;35.48;1.11
3101;0;4;3;0;1;1;64.58;2.73
3102;3;4;3;0;1;1;55.01;0.92
3103;3;4;3;1;1;1;7.32;0.42
3104;0;4;3;0;1;1;69.41;6.24
3105;1;4;3;0;0;2;10.1;0.92
3106;0;4;3;0;1;1;2.6;2.36
3107;0;4;3;0;1;1;14.56;6.61
3108;0;4;3;0;1;1;80.68;3.91
3109;3;4;3;0;1;1;0.0;2.46
3110;1;4;3;0;1;1;45.51;0.83
3111;4;4;1;0;1;1;21.31;0.74
3112;0;4;1;0;0;1;24.87;1.53
3113;0;4;1;0;1;1;88.35;7.02
3114;1;4;1;1;0;2;46.7;1.47
3115;0;4;1;0;1;1;55.2;7.24
3116;0;4;1;0;1;1;84.51;5.49
3117;1;4;1;0;0;2;6.49;0.47
3118;2;4;1;0;0;3;11.36;1.36
3119;4;4;1;0;1;1;43.46;1.17
3120;0;4;1;0;1;1;59.25;6.61
3121;0;4;1;0;1;1;47.05;7.17
3122;2;4;1;0;0;3;55.7;2.27
3123;0;4;1;0;1;1;35.51;7.19
3124;3;4;1;0;1;1;36.2;1.45
3125;3;4;1;0;1;1;53.45;1.33
3126;1;4;1;0;0;2;35.08;1.96
3127;3;4;1;0;1;1;19.89;0.16
3128;2;4;1;1;0;2;10.86;1.14
3129;0;4;1;0;1;1;0.64;4.83
3130;1;4;1;0;1;1;14.07;1.76
3131;2;4;2;0;1;1;36.88;7.32
3132;0;4;2;0;1;1;72.69;7.01
3133;1;4;2;0;0;2;1.17;2.63
3134;0;4;2;0;1;1;59.82;7.68
3135;3;4;2;0;1;1;74.55;0.56
3136;0;4;2;0;1;1;54.49;3.69
3137;0;4;2;0;0;1;64.58;2.73
3138;0;4;2;0;1;1;26.88;7.23
3139;0;4;2;0;1;1;41.31;2.92
3140;0;4;2;0;1;1;83.79;4.85
3141;2;4;2;0;1;1;53.16;7.16
3142;0;4;2;0;1;1;35.16;7.16
3143;0;4;2;0;1;1;55.91;7.18
3144;0;4;2;0;1;1;84.81;6.99
3145;2;4;2;0;0;2;59.84;2.97
3146;1;4;2;0;0;3;68.21;1.27
3147;1;4;2;1;1;1;56.65;1.35
3148;0;4;2;0;1;1;8.88;7.29
3149;2;4;2;0;1;1;61.5;7.19
3150;1;4;2;0;0;2;29.62;2.71
3151;0;4;2;0;1;1;77.23;3.35
3152;1;4;2;0;0;2;0.0;0.04
3153;0;4;2;0;1;1;25.05;4.68
3154;2;4;2;0;1;1;1.69;7.26
3155;0;4;2;0;1;1;50.74;7.13
3156;0;4;2;0;1;1;67.33;4.3
3157;1;4;2;0;0;3;61.43;2.56
3158;0;4;2;0;1;1;89.67;6.91
3159;0;4;2;0;1;1;18.83;4.48
3160;1;4;2;0;0;2;43.8;1.55
3161;0;4;1;0;1;1;72.41;7.08
3162;3;4;1;0;1;1;38.52;1.29
3163;1;4;1;0;0;3;74.55;0.56
3164;0;4;1;0;1;1;12.67;7.33
3165;0;4;1;0;1;1;35.86;7.23
3166;1;4;1;0;1;1;74.13;2.12
3167;0;4;1;0;1;1;32.2;7.24
3168;0;4;1;0;1;1;73.61;7.2
3169;0;4;1;0;1;1;65.03;4.43
3170;0;4;1;0;0;1;63.59;2.51
3171;2;4;1;0;1;1;59.62;1.68
3172;3;4;1;0;1;1;41.89;1.28
3173;0;4;1;0;1;1;49.52;7.11
3174;3;4;1;0;1;1;2.3;1.33
3175;3;4;1;0;1;1;55.35;0.26
3176;0;4;1;0;1;1;1.27;7.26
3177;3;4;1;0;1;1;73.66;1.67
3178;3;4;1;0;1;1;73.32;1.45
3179;2;4;1;0;1;1;3.8;7.27
3180;0;4;1;0;1;1;65.66;0.88
3181;0;4;1;0;1;1;1.59;1.93
3182;0;4;1;0;1;1;42.64;6.64
3183;1;4;1;0;1;1;47.34;0.22
3184;0;4;1;0;1;1;88.35;7.02
3185;0;4;1;0;1;1;0.82;3.76
3186;0;4;1;0;1;1;0.42;7.26
3187;3;4;1;0;1;1;41.94;0.56
3188;1;4;1;0;0;3;49.65;1.48
3189;0;4;1;0;1;1;85.66;6.93
3190;0;4;1;0;1;1;84.0;6.57
3191;3;4;1;0;1;1;35.89;0.91
3192;0;4;1;0;1;1;65.16;1.12
3193;1;4;1;0;0;2;81.12;2.01
3194;0;4;1;1;1;1;21.04;7.31
3195;3;4;1;1;1;1;12.81;0.48
3196;0;4;1;0;1;1;0.84;7.31
3197;1;4;1;1;0;2;53.92;1.99
3198;3;4;1;1;1;1;66.92;1.34
3199;3;4;1;0;1;1;24.71;2.18
3200;0;4;1;0;1;1;30.82;7.32
3201;0;4;1;0;1;1;52.99;0.6
3202;0;4;1;0;1;1;16.36;7.23
3203;0;4;1;1;0;2;0.0;0.85
3204;0;4;1;0;1;1;68.38;6.68
3205;1;4;1;1;0;2;51.78;1.02
3206;0;4;1;0;1;1;88.34;6.97
3207;5;4;1;1;1;1;60.87;1.41
3208;1;4;1;0;1;1;10.99;1.69
3209;0;4;1;0;1;1;78.31;7.11
3210;0;4;1;0;1;1;70.35;7.17
3211;0;4;1;0;1;1;18.25;7.36
3212;0;4;2;0;1;1;18.25;7.36
3213;0;4;1;0;1;1;1.65;7.42
3214;0;4;2;0;1;1;1.65;7.42
3215;0;4;1;0;1;1;32.45;5.79
3216;0;4;2;0;1;1;32.45;5.79
3217;2;4;1;0;1;1;8.38;1.84
3218;2;4;2;0;1;1;8.38;1.84
3219;0;4;1;0;1;1;60.92;3.74
3220;0;4;2;0;1;1;60.92;3.74
3221;0;4;1;0;1;1;39.18;7.21
3222;0;4;2;0;1;1;39.18;7.21
3223;0;4;1;0;1;1;11.98;1.03
3224;2;4;1;0;0;1;50.52;1.25
3225;0;4;1;1;1;1;27.95;4.8
3226;0;4;1;0;1;1;61.04;4.53
3227;1;4;1;0;1;1;30.66;0.74
3228;0;4;1;0;1;1;71.03;7.08
3229;0;4;1;0;1;1;76.21;7.17
3230;3;4;1;0;1;1;2.3;1.33
3231;1;4;1;0;0;3;49.18;1.13
3232;1;4;1;1;1;1;24.46;0.52
3233;0;4;1;0;1;1;77.73;4.5
3234;0;4;1;0;1;1;26.77;1.07
3235;0;4;1;0;1;1;72.03;4.84
3236;0;4;1;0;1;1;17.47;7.49
3237;0;4;1;0;1;1;78.08;4.11
3238;0;4;1;0;1;1;0.42;7.36
3239;0;4;1;0;1;1;82.03;6.11
3240;3;4;2;0;1;1;57.29;0.57
3241;0;4;3;0;1;1;4.4;2.79
3242;0;4;3;0;1;1;55.01;0.92
3243;0;4;3;0;1;1;0.8;7.63
3244;0;4;3;0;1;1;3.73;2.47
3245;0;4;3;0;1;1;0.84;7.31
3246;0;4;3;0;1;1;86.93;4.77
3247;0;4;3;0;1;1;82.46;4.0
3248;3;4;3;0;1;1;51.31;1.1
3249;0;4;3;0;1;1;64.14;0.83
3250;3;4;3;0;1;1;1.64;1.87
3251;0;4;3;0;1;1;83.48;4.15
3252;3;4;3;0;1;1;0.0;1.76
3253;1;4;3;0;1;1;52.57;1.48
3254;0;4;3;0;1;1;41.17;8.71
3255;0;4;3;0;1;1;24.41;7.26
3256;0;4;3;0;1;1;52.9;7.12
3257;0;4;2;0;1;1;0.54;5.64
3258;1;4;2;0;0;2;1.06;2.89
3259;0;4;2;0;1;1;33.33;5.66
3260;3;4;2;0;1;1;0.85;7.2
3261;0;4;2;0;1;1;21.85;5.9
3262;1;4;2;0;0;2;36.92;2.41
3263;0;4;2;0;1;1;59.57;4.97
3264;0;4;2;0;1;1;23.85;7.29
3265;1;4;2;0;0;2;2.5;1.23
3266;0;4;2;0;1;1;14.86;1.88
3267;0;4;2;0;1;1;32.93;7.49
3268;0;4;2;0;0;1;0.0;2.03
3269;0;4;2;0;0;2;40.99;1.55
3270;0;4;2;0;1;1;15.9;5.86
3271;0;4;2;0;1;1;29.39;6.66
3272;0;4;2;0;1;1;44.94;6.52
3273;0;4;2;0;1;1;3.81;4.84
3274;0;4;2;0;0;2;23.97;2.64
3275;3;4;2;0;1;1;27.22;2.23
3276;0;4;2;0;0;2;2.21;1.39
3277;0;4;2;0;0;2;2.16;2.84
3278;1;4;2;0;0;2;53.37;1.6
3279;1;4;2;0;0;3;46.7;2.65
3280;0;4;2;0;1;1;50.62;7.28
3281;0;4;2;0;1;1;40.39;7.69
3282;2;4;2;0;1;1;83.57;4.69
3283;0;4;2;0;1;1;27.39;6.17
3284;0;4;2;0;1;1;34.75;5.36
3285;0;4;2;0;1;1;23.73;7.46
3286;0;4;2;0;1;1;43.47;7.48
3287;1;4;2;1;0;2;51.78;1.02
3288;0;4;2;0;1;1;34.75;8.18
3289;1;4;2;1;0;2;53.99;2.45
3290;1;4;2;1;0;3;61.23;1.65
3291;0;4;2;0;1;1;18.02;5.2
3292;2;4;2;0;0;2;36.85;3.75
3293;3;4;2;0;1;1;75.89;0.06
3294;0;4;2;0;1;1;19.14;5.23
3295;0;4;2;0;1;1;40.21;7.39
3296;0;4;2;0;1;1;86.02;4.46
3297;0;4;2;0;0;2;22.62;2.79
3298;0;4;2;0;1;1;51.08;7.09
3299;0;4;2;0;0;2;72.1;1.18
3300;0;4;2;0;1;1;24.48;7.5
3301;0;4;1;0;1;1;34.69;0.38
3302;0;4;1;0;1;1;64.28;0.71
3303;0;4;1;0;1;1;48.38;2.01
3304;0;4;1;0;1;1;87.0;4.88
3305;0;4;1;0;1;1;1.17;2.63
3306;0;4;1;0;1;1;70.78;1.76
3307;0;4;2;0;1;1;85.25;6.99
3308;0;4;2;0;1;1;28.17;7.38
3309;0;4;2;0;1;1;72.41;7.08
3310;0;4;2;0;1;1;15.79;8.27
3311;1;4;2;1;0;2;45.46;0.9
3312;0;4;2;0;1;1;52.48;7.23
3313;0;4;2;0;1;1;26.88;7.23
3314;0;4;2;0;1;1;20.09;7.96
3315;0;4;2;0;1;1;88.35;7.02
3316;0;4;2;0;1;1;42.05;6.8
3317;0;4;2;0;1;1;64.58;7.12
3318;0;4;2;0;1;1;38.58;7.22
3319;0;4;2;0;1;1;84.77;6.94
3320;0;4;2;0;1;1;5.57;7.72
3321;0;4;2;0;1;1;14.99;7.46
3322;1;4;2;1;1;1;62.82;1.39
3323;0;4;2;0;1;1;87.37;6.76
3324;0;4;2;0;1;1;56.03;7.3
3325;0;4;2;0;1;1;36.94;7.93
3326;0;4;2;0;1;1;86.13;6.98
3327;5;4;2;0;1;1;50.89;1.17
3328;0;4;2;0;1;1;19.49;7.87
3329;0;4;2;0;1;1;35.75;8.34
3330;0;4;2;0;1;1;0.39;7.79
3331;0;4;2;0;1;1;50.18;7.46
3332;0;4;2;0;1;1;86.54;6.92
3333;0;4;2;0;1;1;69.17;6.02
3334;0;4;2;0;1;1;72.92;7.29
3335;1;4;2;0;0;3;19.28;1.3
3336;0;4;2;0;1;1;1.28;7.2
3337;0;4;2;0;1;1;1.66;3.7
3338;0;4;2;0;1;1;68.24;0.98
3339;0;4;2;0;1;1;70.35;7.17
3340;0;4;2;0;1;1;69.65;7.08
3341;0;4;2;0;1;1;66.79;7.34
3342;2;4;2;1;1;1;41.49;1.13
3343;0;4;1;0;1;1;61.42;7.63
3344;0;4;1;0;1;1;87.06;4.99
3345;0;4;1;0;1;1;50.95;7.24
3346;0;4;1;0;1;1;80.72;5.59
3347;0;4;1;0;1;1;86.41;4.94
3348;0;4;1;1;1;1;28.8;8.34
3349;1;4;1;1;1;1;41.98;2.08
3350;0;4;1;0;1;1;55.7;0.45
3351;3;4;1;0;1;1;60.37;1.17
3352;0;4;1;0;1;1;40.86;0.41
3353;3;4;1;0;1;1;24.39;1.17
3354;0;4;1;0;1;1;87.06;4.99
3355;0;4;1;0;1;1;89.05;5.68
3356;0;4;1;0;1;1;36.52;0.72
3357;0;4;1;0;1;1;72.78;5.05
3358;0;4;1;0;1;1;32.7;4.46
3359;0;4;1;0;1;1;58.51;1.01
3360;0;4;1;0;1;1;20.38;5.39
3361;0;4;1;0;1;1;1.62;5.7
3362;1;4;1;0;1;1;78.54;4.81
3363;3;4;1;0;1;1;64.28;0.71
3364;1;4;1;0;1;1;49.18;1.13
3365;0;4;1;0;1;1;83.2;5.34
3366;0;4;2;0;1;1;83.2;5.34
3367;0;4;1;0;1;1;38.98;7.32
3368;0;4;2;0;1;1;38.98;7.32
3369;0;4;1;0;1;1;14.1;7.26
3370;0;4;2;0;1;1;14.1;7.26
3371;0;4;1;0;1;1;23.64;7.21
3372;0;4;2;0;1;1;23.64;7.21
3373;1;4;2;1;0;2;7.81;1.18
3374;2;4;2;0;0;2;89.37;3.7
3375;1;4;2;0;0;2;35.54;0.65
3376;0;4;2;0;1;1;88.78;6.97
3377;0;4;2;0;1;1;33.83;7.7
3378;0;4;2;0;1;1;31.48;7.18
3379;0;4;2;0;1;1;88.33;6.91
3380;0;4;2;0;1;1;0.72;4.24
3381;1;4;2;0;0;2;56.51;1.93
3382;0;4;2;0;1;1;0.38;8.17
3383;1;4;2;0;0;2;13.05;1.42
3384;0;4;2;0;1;1;85.62;6.88
3385;1;4;3;0;1;1;64.98;1.24
3386;5;4;3;0;1;1;36.39;0.45
3387;1;4;3;0;0;2;65.41;1.65
3388;0;4;3;0;1;1;60.37;1.17
3389;1;4;3;0;0;2;46.16;2.08
3390;3;4;3;0;1;1;7.88;1.56
3391;0;4;3;0;0;1;49.49;1.06
3392;0;4;3;0;1;1;12.81;4.35
3393;3;4;3;0;1;1;50.27;0.91
3394;3;4;3;0;1;1;45.76;0.6
3395;0;4;3;0;1;1;28.82;4.78
3396;1;4;3;0;0;2;40.97;0.98
3397;1;4;3;1;0;2;28.35;0.9
3398;0;4;3;0;1;1;10.23;5.13
3399;3;4;3;0;1;1;47.67;1.74
3400;3;4;3;0;1;1;22.03;0.86
3401;0;4;3;0;1;1;26.74;1.19
3402;0;4;3;0;1;1;46.35;4.74
3403;5;4;3;0;1;1;41.94;0.56
3404;0;4;2;0;1;1;88.78;6.97
3405;0;4;2;0;1;1;35.12;7.36
3406;0;4;2;0;1;1;1.64;7.47
3407;0;4;1;0;1;1;50.89;1.17
3408;0;4;1;0;1;1;76.63;7.16
3409;1;4;1;1;0;2;43.68;1.4
3410;3;4;1;0;1;1;46.32;0.37
3411;0;4;1;0;1;1;85.32;2.47
3412;0;4;1;0;1;1;66.8;6.53
3413;0;4;1;0;1;1;32.68;7.34
3414;0;4;1;0;1;1;46.14;7.21
3415;0;4;1;0;1;1;0.42;7.36
3416;5;4;1;0;1;1;17.75;1.23
3417;0;4;1;0;1;1;59.62;0.93
3418;0;4;1;0;1;1;88.6;6.06
3419;3;4;1;0;1;1;65.81;1.94
3420;1;4;1;0;0;3;58.96;2.69
3421;0;4;1;0;1;1;12.35;7.26
3422;0;4;1;0;1;1;29.72;7.24
3423;0;4;1;0;1;1;76.31;5.4
3424;0;4;1;0;1;1;0.43;7.2
3425;0;4;3;0;1;1;50.52;1.25
3426;0;4;3;0;1;1;69.78;4.17
3427;0;4;3;0;1;1;55.92;0.84
3428;3;4;3;0;1;1;39.05;1.79
3429;0;4;3;0;1;1;0.0;1.22
3430;3;4;1;0;1;1;26.81;0.95
3431;0;4;1;0;1;1;86.63;4.35
3432;3;4;1;0;1;1;45.25;1.36
3433;3;4;1;0;1;1;45.13;1.97
3434;2;4;1;0;1;1;24.15;1.05
3435;0;4;1;0;1;1;58.51;1.01
3436;0;4;1;0;1;1;21.46;6.0
3437;0;4;1;0;1;1;67.88;7.11
3438;0;4;1;1;1;1;46.4;7.4
3439;0;4;1;0;1;1;6.14;7.51
3440;0;4;1;0;1;1;13.89;7.36
3441;0;4;1;0;1;1;29.91;1.29
3442;0;4;1;0;1;1;45.49;7.74
3443;0;4;1;0;1;1;88.33;6.91
3444;1;4;1;1;1;1;57.86;1.39
3445;0;4;1;0;1;1;27.63;7.28
3446;1;4;1;1;0;2;60.37;1.17
3447;1;4;1;1;0;2;52.2;1.56
3448;1;4;2;0;0;3;45.33;1.13
3449;2;4;2;0;0;2;20.89;3.16
3450;1;4;2;1;0;2;58.51;1.01
3451;0;4;2;0;1;1;86.1;6.93
3452;0;4;2;0;1;1;80.98;5.75
3453;0;4;2;0;1;1;72.12;7.15
3454;2;4;2;0;0;2;54.52;3.22
3455;0;4;2;0;1;1;74.65;3.0
3456;1;4;2;0;0;2;10.93;1.41
3457;0;4;2;0;1;1;26.49;7.33
3458;0;4;2;0;1;1;80.67;4.23
3459;1;4;2;0;0;3;48.46;1.36
3460;0;4;2;0;0;2;71.87;1.86
3461;0;4;2;0;1;1;43.12;7.21
3462;0;4;2;0;1;1;74.52;6.0
3463;2;4;2;0;0;1;3.48;1.77
3464;0;4;2;0;1;1;15.45;7.64
3465;0;4;2;0;1;1;89.41;6.54
3466;0;4;2;0;1;1;0.79;7.79
3467;1;4;2;0;0;2;2.73;2.25
3468;0;4;2;0;1;1;17.85;7.34
3469;5;4;2;0;1;1;14.4;0.43
3470;0;4;2;0;1;1;51.88;7.22
3471;1;4;2;0;0;2;47.44;1.89
3472;1;4;2;1;0;2;60.87;1.41
3473;0;4;2;0;1;1;66.16;1.7
3474;1;4;2;1;0;2;38.52;0.95
3475;0;4;2;0;1;1;23.81;7.17
3476;0;4;2;0;1;1;23.47;7.26
3477;0;4;2;0;1;1;37.42;7.85
3478;0;4;2;0;0;2;61.2;0.98
3479;0;4;2;0;1;1;63.8;1.43
3480;0;4;2;0;1;1;13.37;7.18
3481;1;4;2;0;0;2;45.96;2.46
3482;0;4;2;1;0;2;1.04;2.95
3483;0;4;2;0;1;1;2.5;7.37
3484;0;4;2;0;1;1;45.28;1.28
3485;0;4;2;0;1;1;32.81;7.42
3486;0;4;2;0;1;1;41.74;8.21
3487;0;4;2;0;1;1;18.0;7.63
3488;0;4;1;0;1;1;88.34;6.97
3489;0;4;1;0;1;1;16.65;7.29
3490;0;4;1;0;1;1;36.29;7.33
3491;1;4;1;0;0;3;66.84;2.16
3492;3;4;1;0;1;1;82.16;2.27
3493;1;4;1;1;0;2;61.43;1.1
3494;0;4;1;0;1;1;81.7;4.39
3495;0;4;1;0;1;1;10.95;7.34
3496;0;4;1;0;1;1;71.58;7.11
3497;0;4;1;0;1;1;88.24;2.2
3498;0;4;1;0;1;1;2.5;1.23
3499;2;4;1;0;0;2;45.7;3.22
3500;1;4;1;1;0;2;34.69;0.38
3501;0;4;1;0;1;1;83.71;5.28
3502;0;4;1;0;1;1;68.16;2.42
3503;0;4;1;0;1;1;54.2;3.57
3504;1;4;1;0;1;1;83.31;0.81
3505;1;4;1;0;0;3;2.94;2.09
3506;0;4;1;0;1;1;61.43;2.56
3507;0;4;1;0;1;1;1.05;5.86
3508;0;4;1;0;1;1;72.34;0.84
3509;0;4;1;0;1;1;76.29;3.8
3510;0;4;1;1;1;1;66.64;1.87
3511;3;4;1;0;1;1;72.56;0.67
3512;2;4;1;0;1;1;45.11;2.12
3513;3;4;2;0;1;1;52.99;0.34
3514;0;4;2;0;1;1;84.77;6.94
3515;0;4;2;0;1;1;40.08;5.82
3516;2;4;2;1;0;1;64.09;2.68
3517;0;4;2;0;1;1;38.32;7.26
3518;0;4;2;1;1;1;24.87;5.86
3519;0;4;2;0;1;1;64.98;1.24
3520;1;4;2;1;0;2;52.57;1.48
3521;1;4;2;0;0;2;53.32;1.87
3522;0;4;2;0;1;1;88.76;6.86
3523;0;4;2;0;1;1;81.69;6.98
3524;0;4;2;0;1;1;65.94;7.1
3525;0;4;2;0;1;1;36.2;7.26
3526;0;4;2;0;1;1;0.0;4.19
3527;1;4;2;0;0;2;19.62;0.96
3528;0;4;2;0;1;1;26.49;7.33
3529;0;4;2;0;1;1;28.2;7.26
3530;2;4;2;0;1;1;0.42;7.36
3531;0;4;2;0;1;1;47.52;8.35
3532;0;4;2;0;1;1;58.92;7.69
3533;0;4;2;0;1;1;86.06;4.51
3534;3;4;2;0;1;1;58.73;2.26
3535;3;4;2;0;1;1;1.55;1.98
3536;0;4;2;0;1;1;27.43;7.33
3537;0;4;2;0;1;1;1.28;7.2
3538;3;4;2;0;1;1;87.74;3.75
3539;1;4;2;0;0;2;47.04;1.24
3540;3;4;2;0;1;1;69.7;7.25
3541;0;4;2;0;1;1;83.42;4.58
3542;0;4;2;0;1;1;44.93;7.43
3543;0;4;2;0;1;1;42.49;7.14
3544;2;4;2;0;0;2;80.9;5.53
3545;2;4;2;0;0;2;20.67;4.7
3546;3;4;2;0;0;1;41.7;1.21
3547;0;4;2;0;1;1;10.27;7.21
3548;0;4;2;0;1;1;61.75;3.95
3549;0;4;2;0;1;1;1.68;7.31
3550;0;4;2;0;1;1;86.99;6.92
3551;0;4;2;0;1;1;11.17;5.26
3552;0;4;2;0;1;1;1.12;5.48
3553;0;4;2;0;1;1;30.35;7.85
3554;0;4;2;0;1;1;57.01;0.77
3555;0;4;2;0;1;1;1.25;7.37
3556;0;4;2;0;1;1;47.32;7.29
3557;0;4;2;0;1;1;76.72;7.21
3558;0;4;2;0;1;1;86.54;6.92
3559;0;4;2;0;1;1;49.92;7.42
3560;0;4;2;0;1;1;32.81;7.42
3561;0;4;2;0;1;1;88.09;4.45
3562;0;4;2;0;1;1;61.09;5.88
3563;0;4;2;1;1;1;71.18;7.3
3564;0;4;2;0;1;1;60.75;7.25
3565;0;4;2;0;1;1;24.78;8.05
3566;0;4;2;1;1;1;40.99;7.19
3567;0;4;2;0;1;1;53.42;7.21
3568;3;4;2;0;1;1;0.0;3.86
3569;1;4;2;0;1;1;41.98;2.08
3570;2;4;2;1;0;2;56.73;1.15
3571;1;4;2;0;0;2;42.78;0.79
3572;0;4;2;0;1;1;32.14;7.55
3573;0;4;2;0;1;1;12.76;7.27
3574;1;4;2;0;0;2;42.84;1.89
3575;3;4;2;0;1;1;62.0;2.61
3576;1;4;1;0;1;1;43.74;1.47
3577;0;4;1;0;1;1;85.66;6.93
3578;0;4;1;0;1;1;48.0;0.87
3579;0;4;1;0;1;1;35.41;7.58
3580;0;4;1;0;1;1;31.67;7.45
3581;3;4;1;0;1;1;55.08;1.76
3582;3;4;1;0;1;1;56.73;1.15
3583;0;4;1;0;1;1;60.24;6.05
3584;3;4;1;1;1;1;1.88;3.27
3585;0;4;1;0;1;1;69.91;7.02
3586;0;4;1;0;1;1;62.54;4.41
3587;1;4;1;1;0;2;12.88;1.2
3588;3;4;1;0;1;1;82.84;2.48
3589;3;4;1;0;1;1;16.57;1.5
3590;0;4;1;0;1;1;22.27;5.51
3591;3;4;1;0;1;1;55.92;0.84
3592;0;4;1;0;1;1;58.85;7.26
3593;0;4;1;0;1;1;41.03;7.26
3594;1;4;1;0;0;2;11.83;2.35
3595;0;4;1;0;1;1;78.36;6.07
3596;0;4;1;0;1;1;62.84;7.17
3597;0;4;2;0;1;1;34.67;7.25
3598;0;4;2;1;1;1;0.61;5.05
3599;0;4;2;0;1;1;25.2;7.42
3600;0;4;2;1;0;2;50.76;1.94
3601;0;4;2;0;1;1;1.0;3.06
3602;0;4;2;0;1;1;41.91;7.22
3603;0;4;2;0;0;1;45.68;3.29
3604;0;4;2;1;1;1;42.43;5.16
3605;0;4;2;0;1;1;88.35;7.02
3606;0;4;2;0;1;1;85.21;6.93
3607;0;4;2;0;1;1;44.34;7.36
3608;0;4;2;0;1;1;55.22;4.7
3609;0;4;2;0;1;1;84.88;4.68
3610;0;4;2;0;1;1;86.54;6.92
3611;0;4;2;1;1;1;82.19;7.03
3612;0;4;2;0;1;1;59.68;7.01
3613;0;4;2;0;1;1;54.18;3.11
3614;0;4;2;0;1;1;4.64;7.28
3615;0;4;2;0;1;1;79.59;7.08
3616;0;4;2;0;1;1;88.78;6.97
3617;1;4;2;1;0;2;35.19;1.3
3618;1;4;2;0;0;2;65.96;2.35
3619;0;4;2;0;1;1;64.85;2.25
3620;0;4;2;0;1;1;0.83;7.36
3621;1;4;2;1;0;2;49.06;2.2
3622;0;4;2;0;1;1;86.54;6.92
3623;0;4;2;0;1;1;56.04;1.61
3624;0;4;2;0;1;1;55.01;0.92
3625;0;4;2;0;1;1;1.72;7.15
3626;0;4;2;0;1;1;85.44;6.61
3627;0;4;2;0;1;1;84.81;6.99
3628;1;4;2;0;0;2;58.29;1.51
3629;0;4;2;0;1;1;54.51;7.3
3630;1;4;2;1;0;2;60.86;1.96
3631;0;4;2;0;1;1;7.3;7.59
3632;0;4;2;0;0;2;59.5;1.99
3633;5;4;3;0;1;1;36.52;0.72
3634;4;4;3;0;1;1;34.69;0.38
3635;2;4;3;0;1;1;58.61;1.32
3636;4;4;3;0;1;1;3.04;1.01
3637;4;4;3;1;1;1;0.0;1.12
3638;4;4;3;1;1;1;42.78;0.79
3639;0;4;3;0;1;1;0.72;4.24
3640;3;4;3;0;1;1;61.47;3.35
3641;3;4;3;0;1;1;49.35;2.54
3642;5;4;3;0;1;1;5.48;1.12
3643;5;4;3;0;1;1;52.99;0.6
3644;3;4;3;0;1;1;10.65;1.74
3645;3;4;3;0;1;1;47.53;1.02
3646;0;4;3;0;1;1;60.56;4.24
3647;3;4;3;0;1;1;78.7;2.4
3648;5;4;3;0;1;1;0.0;1.28
3649;3;4;3;0;1;1;66.2;2.63
3650;2;4;3;0;0;3;77.76;1.21
3651;3;4;3;0;1;1;78.0;0.71
3652;0;4;2;0;0;2;77.76;1.21
3653;0;5;1;1;1;1;54.7;0.72
3654;0;5;1;0;1;1;63.22;7.14
3655;0;5;2;0;1;1;88.33;6.91
3656;1;5;2;0;0;2;79.19;1.36
3657;0;5;2;0;1;1;10.53;7.33
3658;0;5;2;0;1;1;28.2;7.26
3659;1;5;2;0;0;2;78.83;0.76
3660;0;5;2;0;1;1;15.32;7.3
3661;3;5;1;0;1;1;36.98;1.87
3662;0;5;1;0;1;1;86.76;6.44
3663;0;5;1;0;1;1;66.44;5.08
3664;0;5;3;1;0;2;18.71;0.67
3665;3;5;3;0;1;1;73.83;0.73
3666;0;5;3;0;1;1;78.79;4.92
3667;5;5;3;0;1;1;40.86;0.41
3668;2;5;3;0;0;2;64.77;2.37
3669;0;5;3;0;1;1;61.07;1.53
3670;0;5;3;0;1;1;4.25;1.44
3671;3;5;1;0;1;1;82.65;2.0
3672;0;5;1;0;1;1;35.95;7.3
3673;4;5;1;0;1;1;75.89;0.61
3674;2;5;1;0;0;3;80.6;2.23
3675;0;5;1;0;1;1;85.93;2.85
3676;0;5;2;0;1;1;86.6;7.03
3677;0;5;2;0;0;1;86.56;2.47
3678;2;5;2;1;0;2;69.07;1.32
3679;1;5;2;0;1;1;89.45;7.07
3680;0;5;2;0;1;1;66.03;3.81
3681;0;5;2;0;1;1;30.92;4.69
3682;0;5;2;0;1;1;41.72;3.3
